"ID","T_NLA","T_NLB","T_NLC","T_SLA","T_SLB","T_SLC","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foldChange","log10padj"
"WBGene00000007",73.0093221970931,90.9076030973287,66.5499191722607,211.930937019731,250.459331139389,206.546605323191,149.900619658166,1.5387172863988,0.250488429133878,37.135421042981,1.10203596503735e-09,1.16815812293959e-08,2.90536070266657,7.93249836675087
"WBGene00000013",3.36966102448122,8.15837463693975,6.65499191722607,29.2912677181742,23.0686226049437,34.9934331332679,17.5893918391721,2.26688257150069,0.577709717515927,16.0695741739028,6.1057192004598e-05,0.000264165810305608,4.81282034742007,3.57812339170427
"WBGene00000016",51.668135708712,44.288319457673,52.1307700182709,130.94919685772,99.6894048285068,119.489771674573,83.0359330909093,1.24020028265057,0.27832816959039,19.8261162061463,8.48158753059416e-06,4.34004362854846e-05,2.36231324907067,4.36250590469426
"WBGene00000019",16.8483051224061,26.8060880928021,56.5674312964216,208.484905523475,373.217358572839,377.24627914401,176.528394625326,3.25689324594967,0.478536794393331,40.7179671279589,1.75862744771476e-10,2.18012527715224e-09,9.55922226590087,8.66151854969233
"WBGene00000021",1.12322034149374,5.82741045495697,7.76415723676375,27.5682519700463,60.9670740273513,70.84036463564,29.0150797777087,3.43731192108116,0.687824162933007,24.7319477996619,6.58829859683923e-07,4.17325358925353e-06,10.8326320724928,5.37952522442625
"WBGene00000023",17.9715254638998,30.3025343657762,29.9474636275173,189.531732294068,403.700895586515,362.736806869241,172.36515970117,3.6120966280455,0.413023375932464,68.0495848339938,1.59435394275383e-16,5.35115026718259e-15,12.2278311277323,14.2715528533068
"WBGene00000031",37.0662712692934,90.9076030973287,54.3491006573462,49.1059488216449,990.303013255084,783.51150283756,334.20723998971,3.3220895152641,0.816743960471025,13.9306389847529,0.000189681233347868,0.000737585627144205,10.0011189433872,3.13218755468867
"WBGene00000033",14.6018644394186,46.6192836396557,34.384124905668,25.8452362219184,417.706845025231,374.685784036698,152.307189711432,3.09799015432489,0.826368118673923,12.1462591739713,0.000491864220845469,0.00172038514070326,8.56225115411394,2.76437431718656
"WBGene00000034",16.8483051224061,46.6192836396557,66.5499191722607,27.5682519700463,500.09478290003,461.742617685316,186.570526748286,2.92783070098644,0.853876739796271,10.2591822676215,0.00136005951813127,0.00426080748403712,7.6096531720476,2.37050808807347
"WBGene00000039",64.0235594651432,122.375619554096,63.2224232136477,145.594830716807,1022.43430902626,649.512258888217,344.527166810694,2.8647104213687,0.629129034165632,18.1763127393627,2.01367837738312e-05,9.59734930689029e-05,7.28389649383561,4.01784869824674
"WBGene00000169",266.203220934016,258.737024200089,276.182164564882,432.476952780101,805.754032415534,664.021731162987,450.562521009602,1.24769948817409,0.287502459559281,18.3517465982344,1.83650549558465e-05,8.83590750935123e-05,2.37462464886632,4.05374883879298
"WBGene00000171",3.36966102448122,3.49644627297418,4.43666127815071,15.507141733151,20.5969844686998,23.8979543349147,11.8841415187286,2.4071127288734,0.674384913500964,13.7657358853837,0.000207078836692174,0.000797460647716838,5.30411747654711,3.09829073886777
"WBGene00000221",438.055933182559,537.287243947032,523.526030821784,1284.50824022934,1010.89999772378,943.96919622913,789.707773688939,1.11186588992721,0.21822900699367,25.4207262818429,4.60939166248159e-07,3.01202073988458e-06,2.1612498892326,5.5211420420376
"WBGene00000251",22.4644068298748,52.4466940946127,53.2399353378086,161.963480324022,774.446616023111,543.678461119309,268.039932288123,3.53012598619264,0.584545140271657,30.6434066611084,3.10078505637204e-08,2.47294991067233e-07,11.5524423599679,6.60678468013644
"WBGene00000252",12.3554237564311,47.7847657306471,53.2399353378086,373.032909469689,831.294293156722,665.728727901195,330.572675892082,4.04421452761736,0.527050895832519,47.860465975619,4.57657487018564e-12,7.40564984791006e-11,16.4979461499395,10.1304368260046
"WBGene00000256",19.0947458053936,177.153277830692,205.19558411447,1390.47370873921,4252.86535309713,3585.54664860631,1605.05488636553,4.52295221957793,0.71973418381781,29.6629718347508,5.14074634863528e-08,3.9657862665566e-07,22.9902814000739,6.40167069551557
"WBGene00000372",11.2322034149374,19.8131955468537,2.21833063907536,136.979751976167,49.4327627248794,63.1588793137031,47.1391872692694,2.91199840768269,0.696075991793259,16.0502804262213,6.16824912191977e-05,0.000266595706564935,7.52660055291951,3.57414684903383
"WBGene00000389",3.36966102448122,6.99289254594836,6.65499191722607,105.965468509865,118.638630539711,114.368781459949,59.3317376661967,4.3186158175536,0.467895196562453,108.920225314284,1.68950599918839e-25,3.62767262492399e-23,19.954134757151,22.4403719122415
"WBGene00000399",12.3554237564311,43.1228373666816,14.4191491539898,88.7353110285865,411.939689373995,279.093966697039,141.611062896121,3.48244164853036,0.656298038454027,24.0233717214535,9.51733940188678e-07,5.81314370177972e-06,11.1768492762639,5.23558894108652
"WBGene00000402",17.9715254638998,55.9431403675869,39.9299515033564,43.9369015772613,402.877016207767,237.272546610939,132.988513621802,2.58790659121629,0.724049321249094,11.5055917549634,0.000693871369908918,0.0023386914274974,6.01225662988154,2.63102707625654
